price,city,area,district,bedrooms,apartment,bathrooms,furnished,kitchen,floor,air_condition,source
24000,مدينة الرياض,750,حي الربيع,1,شقة,1,No,Yes,2,No,aqar
39000,,50,حي التعاون ,1,شقة,1,No,Yes,Unknown,No,aqar
39600,,1000,حي البوادي ,1,شقة,1,Yes,Yes,4,No,aqar
2700,,875,حي ,,شقة,2,No,Yes,6,No,aqar
80000,,155,حي النرجس ,3,شقة,4,Yes,Yes,3,Yes,aqar
48000,,232,حي اشبيلية ,2,شقة,1,No,Yes,Unknown,No,aqar
56000,,50,حي الملقا ,2,شقة,2,No,Yes,Unknown,No,aqar
40000,,120,حي اشبيلية ,3,شقة,2,No,Yes,3,No,aqar
48000,,1400,حي البساتين ,3,شقة,2,No,Yes,3,No,aqar
38000,,103,حي المروة ,5,شقة,3,No,Yes,3,No,aqar
4500,,100,حي النرجس ,,شقة,1,Yes,No,1,No,aqar
45500,,680,حي السليمانية ,2,شقة,2,No,Yes,2,Yes,aqar
80000,,150,حي غرناطة ,3,شقة,3,No,Yes,2,Yes,aqar
69000,,183,حي البحر ,4,شقة,2,No,Yes,Unknown,No,aqar
35000,,90,حي الراكة الشمالية ,2,شقة,2,No,Yes,2,Yes,aqar
66000,,50,حي السليمانية ,1,شقة,1,No,Yes,Unknown,No,aqar
85000,,182,حي البحر ,3,شقة,4,No,No,Unknown,No,aqar
2750,,200,حي الفردوس ,4,شقة,4,No,Yes,2,No,aqar
65000,,910,حي النرجس ,2,شقة,2,No,Yes,1,No,aqar
110000,,952,حي الملقا ,3,شقة,3,Yes,Yes,1,Yes,aqar
42000,,150,حي اليرموك ,3,شقة,2,No,No,2,No,aqar
26000,,144,حي المزروعية ,,شقة,0,No,Yes,Unknown,No,aqar
39000,النرجس,519,,4,شقة,1,No,Yes,2,Yes,aqar
90000,,137,حي حطين ,3,شقة,3,No,Yes,1,No,aqar
96000,,50,حي العقيق ,1,شقة,1,No,Yes,Unknown,No,aqar
24000,حي الملك عبدالله,840,حي الملك عبدالله,1,شقة,1,Yes,Yes,1,No,aqar
38000,,40,حي النفل ,1,شقة,1,No,Yes,Unknown,No,aqar
35000,,80,حي الازدهار ,2,شقة,1,No,Yes,3,Yes,aqar
132000,,105,حي النرجس ,1,شقة,2,No,Yes,3,No,aqar
70000,,142,حي العارض ,3,شقة,4,No,Yes,2,No,aqar
100000,,127,حي النرجس ,3,شقة,3,Yes,Yes,2,Yes,aqar
33600,حي القادسية,375,حي القادسية,1,شقة,1,Yes,Yes,2,No,aqar
2000,,70,حي ,2,شقة,1,No,No,1,No,aqar
38000,,50,حي النفل ,1,شقة,1,No,Yes,Unknown,No,aqar
37000,,50,حي الوادي ,1,شقة,1,No,Yes,Unknown,No,aqar
45000,,110,حي الشرفية ,3,شقة,2,No,Yes,2,Yes,aqar
55000,,120,حي النرجس ,3,شقة,2,No,Yes,3,Yes,aqar
4500,,100,حي النرجس ,,شقة,0,Yes,No,Unknown,No,aqar
170000,,158,حي الملقا ,3,شقة,3,Yes,Yes,1,Yes,aqar
44000,القيروان,50,,1,شقة,1,No,Yes,Unknown,No,aqar
32400,القادسية,130,,3,شقة,1,No,Yes,3,No,aqar
33000,,50,حي الازدهار ,1,شقة,1,No,Yes,Unknown,No,aqar
70000,,109,حي الملقا ,3,شقة,2,No,Yes,Unknown,No,aqar
85000,,586,حي النرجس ,2,شقة,2,Yes,Yes,2,Yes,aqar
50400,حي البوادي,85,حي البوادي,2,شقة,1,No,No,5,No,aqar
32400,,437,حي السلامة ,1,شقة,1,No,Yes,3,Yes,aqar
65000,,350,حي ,3,شقة,2,No,Yes,1,Yes,aqar
38000,,125,حي القيروان ,4,شقة,3,No,Yes,1,Yes,aqar
110000,,133,حي النرجس ,3,شقة,3,Yes,Yes,2,No,aqar
38000,,50,حي القيروان ,1,شقة,1,No,Yes,Unknown,No,aqar
66000,,100,حي اشبيلية ,2,شقة,1,No,Yes,1,Yes,aqar
45000,,100,حي اليرموك ,3,شقة,1,No,Yes,2,No,aqar
60000,,675,حي الملقا ,3,شقة,2,No,Yes,Unknown,Yes,aqar
75000,مدينة الرياض,1375,حي المروج,3,شقة,2,No,Yes,Unknown,Yes,aqar
75000,,120,حي غرناطة ,,شقة,0,No,Yes,Unknown,No,aqar
185000,,125,حي حطين ,3,شقة,3,No,No,Unknown,No,aqar
50000,حي القدس,560,حي القدس,2,شقة,2,No,Yes,1,Yes,aqar
115000,,159,حي الملقا ,3,شقة,3,No,Yes,2,No,aqar
58000,,750,حي اليرموك ,4,شقة,3,No,Yes,3,No,aqar
105000,مدينة الرياض,143,حي قرطبة,3,شقة,2,No,Yes,Unknown,Yes,aqar
90000,,130,حي الياسمين ,3,شقة,3,Yes,Yes,3,Yes,aqar
75000,,132,حي النرجس ,3,شقة,3,No,Yes,1,Yes,aqar
65000,,404,حي العارض ,2,شقة,3,No,Yes,2,Yes,aqar
80000,,134,حي النرجس ,3,شقة,3,No,No,Unknown,No,aqar
125000,,251,حي الياسمين ,3,شقة,3,No,No,2,No,aqar
66000,,50,حي السليمانية ,1,شقة,1,No,Yes,1,No,aqar
47000,,50,حي العليا ,1,شقة,1,No,Yes,1,No,aqar
30000,,780,حي المروة ,4,شقة,3,No,Yes,3,No,aqar
50000,مدينة الرياض,675,حي إشبيلية,2,شقة,1,No,Yes,2,Yes,aqar
45000,,155,حي المنتزه ,5,شقة,3,No,Yes,Unknown,Yes,aqar
66000,,50,حي حطين ,1,شقة,1,No,Yes,1,No,aqar
96000,,50,حي العقيق ,1,شقة,1,No,Yes,1,No,aqar
63000,العارض,825,,3,شقة,4,No,Yes,2,No,aqar
42000,شقة للإيجار في الفردوس,175,,5,شقة,3,No,Yes,2,Yes,aqar
85000,,121,حي الياسمين ,3,شقة,3,No,Yes,2,Yes,aqar
34000,,50,حي المصيف ,1,شقة,1,No,Yes,Unknown,No,aqar
60000,,150,حي اشبيلية ,3,شقة,3,No,Yes,2,Yes,aqar
120000,,500,حي النزهة ,3,شقة,3,No,No,2,No,aqar
95000,,104,حي الملقا ,2,شقة,3,No,Yes,1,Yes,aqar
26000,,143,حي ,3,شقة,1,No,No,1,Yes,aqar
60000,,140,حي تنال وعبير ومسك ,3,شقة,3,No,Yes,2,Yes,aqar
58000,,150,حي الملقا ,2,شقة,1,No,Yes,1,No,aqar
15000,,288,حي الواحه ,2,شقة,0,No,Yes,Unknown,No,aqar
28000,حي اشبيلية,513,حي اشبيلية,3,شقة,1,Yes,Yes,3,No,aqar
25000,,50,حي العزيزية ,1,شقة,1,No,Yes,1,Yes,aqar
47000,,50,حي المصيف ,,شقة,1,No,Yes,Unknown,No,aqar
54000,,80,حي الازدهار ,2,شقة,1,No,Yes,Unknown,No,aqar
36000,,150,حي النفل ,1,شقة,1,No,Yes,Unknown,No,aqar
110000,,135,حي ,1,شقة,1,Yes,Yes,1,Yes,aqar
60000,,260,حي طويق ,4,شقة,4,Yes,Yes,2,Yes,aqar
60000,,175,حي الصحافة ,2,شقة,3,No,Yes,2,Yes,aqar
78000,,350,حي الصحافة ,3,شقة,1,Yes,Yes,1,No,aqar
50000,,106,حي اليرموك ,3,شقة,2,No,Yes,2,Yes,aqar
95000,,152,حي الملقا ,,شقة,0,No,Yes,Unknown,Yes,aqar
28000,,870,حي النهضة ,2,شقة,1,No,Yes,2,Yes,aqar
31000,,50,حي حطين ,1,شقة,1,No,Yes,1,No,aqar
38000,,625,حي العقيق ,1,شقة,1,No,Yes,1,Yes,aqar
60000,,143,حي المونسية ,2,شقة,3,No,Yes,1,Yes,aqar
85000,,145,حي النرجس ,3,شقة,3,No,Yes,Unknown,Yes,aqar
15000,,500,حي النسيم الغربي ,2,شقة,1,No,Yes,4,No,aqar
45000,,200,حي الملقا ,,شقة,1,No,Yes,Unknown,No,aqar
54000,,50,حي الملك فيصل ,1,شقة,1,No,Yes,Unknown,No,aqar
68000,,145,حي العارض ,3,شقة,3,No,Yes,2,No,aqar
32000,,450,حي العقيق ,1,شقة,1,No,Yes,2,Yes,aqar
50000,,440,حي الياسمين ,3,شقة,2,No,Yes,Unknown,No,aqar
31000,,50,حي الوادي ,1,شقة,1,No,Yes,2,Yes,aqar
41000,حي المونسية,50,حي المونسية,1,شقة,1,No,Yes,2,Yes,aqar
75000,,140,حي المونسية ,4,شقة,3,No,Yes,2,Yes,aqar
35000,,312,,4,شقة,3,Yes,Yes,1,No,aqar
70000,مدينة الرياض,146,حي الياسمين,3,شقة,3,No,Yes,Unknown,Yes,aqar
44000,,50,حي العليا ,,شقة,1,No,Yes,Unknown,Yes,aqar
33600,اشبيلية,1320,,1,شقة,1,No,No,2,No,aqar
45000,العارض,602,,2,شقة,2,No,No,Unknown,No,aqar
59000,,138,حي النرجس ,4,شقة,3,No,Yes,2,Yes,aqar
95000,,94,حي الياسمين ,2,شقة,3,No,No,Unknown,No,aqar
45000,,50,حي العليا ,1,شقة,1,No,Yes,1,No,aqar
54000,,500,حي النزهة ,3,شقة,1,Yes,Yes,1,No,aqar
35000,,625,حي اشبيلية ,3,شقة,2,No,Yes,2,No,aqar
24000,حي الخليج,40,حي الخليج,1,شقة,1,No,Yes,1,Yes,aqar
50000,,400,حي ,4,شقة,2,No,No,2,No,aqar
36000,,405,حي القادسية ,3,شقة,2,No,Yes,2,No,aqar
42000,,1350,حي الملز ,,شقة,1,No,Yes,1,No,aqar
90000,,126,حي حطين ,3,شقة,3,No,Yes,2,Yes,aqar
24000,,907,حي القصور ,,شقة,2,Yes,Yes,4,Yes,aqar
70000,,128,حي العارض ,3,شقة,3,No,Yes,2,Yes,aqar
37000,,141,حي الحمراء ,3,شقة,0,No,Yes,Unknown,No,aqar
36000,,50,حي ,1,شقة,1,No,Yes,1,No,aqar
50400,التعاون,82,,2,شقة,3,Yes,Yes,1,No,aqar
70000,,147,حي القدس ,3,شقة,4,No,Yes,1,Yes,aqar
39000,,50,حي العليا ,1,شقة,1,No,Yes,Unknown,No,aqar
52000,,159,حي السيف ,4,شقة,3,No,Yes,Unknown,Yes,aqar
36000,,100,حي المروج ,1,شقة,1,No,Yes,Unknown,Yes,aqar
60000,,750,حي النهضة ,3,شقة,2,No,Yes,2,Yes,aqar
125000,,251,حي الياسمين ,3,شقة,0,No,No,Unknown,No,aqar
36000,قرطبة,140,,3,شقة,2,No,Yes,3,No,aqar
40000,حي اليرموك,106,حي اليرموك,3,شقة,2,No,Yes,3,No,aqar
65000,,720,حي الخاتم ,4,شقة,0,No,Yes,Unknown,Yes,aqar
78000,,123,حي لبن ,4,شقة,3,Yes,Yes,2,No,aqar
45000,حي اشبيلية,513,حي اشبيلية,3,شقة,2,No,Yes,2,No,aqar
78000,,142,حي الحمراء ,3,شقة,2,Yes,Yes,Unknown,No,aqar
36000,,100,حي التعاون ,1,شقة,1,No,Yes,1,Yes,aqar
130000,,127,حي الرحمانية ,3,شقة,3,No,Yes,3,No,aqar
38000,,60,حي العقيق ,1,شقة,1,No,Yes,Unknown,Yes,aqar
54000,,1320,حي اليرموك ,1,شقة,1,No,Yes,Unknown,No,aqar
130000,,79,حي الياسمين ,3,شقة,0,No,Yes,Unknown,Yes,aqar
50000,,898,حية نمار ,,شقة,5,No,Yes,Unknown,No,aqar
45000,,160,حي اشبيلية ,4,شقة,2,No,Yes,3,Yes,aqar
50000,حي اليرموك,140,حي اليرموك,4,شقة,3,No,Yes,1,No,aqar
70000,,540,حي النرجس ,3,شقة,2,No,Yes,Unknown,Yes,aqar
20000,حي الخليج,40,حي الخليج,1,شقة,1,No,Yes,1,Yes,aqar
41000,اليرموك,80,,1,شقة,2,No,Yes,2,No,aqar
60000,الحمراء,1500,,4,شقة,3,No,Yes,2,Yes,aqar
35000,,180,حي التعاون ,1,شقة,0,No,Yes,Unknown,Yes,aqar
75000,,142,حي قرطبة ,3,شقة,3,No,Yes,2,Yes,aqar
36000,,50,حي الوادي ,1,شقة,1,No,Yes,1,No,aqar
42000,,580,حي ,1,شقة,1,Yes,No,4,No,aqar
60000,,189,حي الملقا ,3,شقة,3,Yes,No,Unknown,Yes,aqar
35000,,29396,حي الفنار ,1,شقة,1,No,No,1,No,aqar
30000,,46,حي البستان ,1,شقة,1,No,Yes,1,No,aqar
70000,,119,حي قرطبة ,2,شقة,3,No,Yes,1,Yes,aqar
40000,,300,حي السلام ,3,شقة,2,No,No,1,No,aqar
47000,,250,حي الصوارى ,3,شقة,4,No,Yes,2,No,aqar
21600,,1268,حي الندى ,1,شقة,1,No,Yes,Unknown,No,aqar
90000,حي الياسمين,60,حي الياسمين,1,شقة,1,Yes,No,2,No,aqar
125000,حي الجنادرية,200,حي الجنادرية,2,شقة,1,No,Yes,1,Yes,aqar
35000,,200,حيى بن سرور ,4,شقة,4,No,Yes,4,No,aqar
100000,,130,حي النرجس ,3,شقة,3,Yes,No,2,No,aqar
75000,,300,حي الحسام ,5,شقة,3,No,Yes,2,Yes,aqar
40000,,1000,حي السلي ,3,شقة,1,No,Yes,2,No,aqar
8000,,80,حي ,2,شقة,1,No,No,2,No,aqar
38000,,149,حي الملك فهد ,3,شقة,1,No,Yes,2,No,aqar
19800,,90,حي الثقبة ,2,شقة,1,No,No,Unknown,No,aqar
18000,,110,حي المطار ,3,شقة,2,No,Yes,2,No,aqar
28000,,250,حي ,5,شقة,3,No,Yes,1,No,aqar
36000,,2111,حي الشراع ,3,شقة,2,Yes,Yes,2,Yes,aqar
30000,,100,حي حجله ,2,شقة,1,No,Yes,3,Yes,aqar
58500,,123,حي الياسمين ,3,شقة,2,Yes,Yes,1,No,aqar
900,,70,حي الصالحية ,2,شقة,1,Yes,No,1,No,aqar
45000,,120,حي الحمراء وام الجود ,2,شقة,5,No,Yes,4,No,aqar
26000,,280,,5,شقة,4,No,Yes,1,No,aqar
110000,حي الملقا,150,حي الملقا,3,شقة,4,No,Yes,2,Yes,aqar
80000,,190,حي قرطبة ,,شقة,0,No,Yes,Unknown,No,aqar
27000,,100,حي الصحافة ,1,شقة,1,No,Yes,1,Yes,aqar
9000,,140,حي الصفوة ,4,شقة,1,No,No,1,No,aqar
43200,,937,حي الخزامى ,3,شقة,2,No,Yes,2,Yes,aqar
21600,,150,حي الربوة ,,شقة,1,No,No,Unknown,No,aqar
60000,,120,حي الوادي ,2,شقة,2,No,Yes,2,Yes,aqar
30000,,124,حي النهضة ,3,شقة,1,No,Yes,1,No,aqar
108000,,60,حي النهضة ,1,شقة,1,Yes,Yes,2,No,aqar
19000,,70,حي الزمرد ,2,شقة,1,No,Yes,2,Yes,aqar
35000,,145,حيى الطائي ,3,شقة,3,No,Yes,2,No,aqar
38000,,142,حي العارض ,3,شقة,3,No,Yes,1,Yes,aqar
195000,,300,حي الغدير ,3,شقة,3,No,Yes,2,No,aqar
70000,,194,حي السلامة ,4,شقة,4,No,No,3,Yes,aqar
18000,,250,,6,شقة,3,No,Yes,Unknown,Yes,aqar
30000,,175,,3,شقة,4,No,Yes,1,No,aqar
70000,,187,حي البحر ,3,شقة,4,Yes,No,2,Yes,aqar
50000,,233,حي الحمراء ,5,شقة,4,No,Yes,Unknown,No,aqar
60000,,137,حي النرجس ,,شقة,2,No,Yes,Unknown,No,aqar
58000,,297,حي الرمال ,4,شقة,4,No,Yes,1,No,aqar
12500,سلطانة,200,,3,شقة,1,No,Yes,1,No,aqar
26000,,,حي الرياض ,5,شقة,3,No,Yes,1,No,aqar
42000,,700,حي الفيحاء ,2,شقة,1,No,Yes,3,No,aqar
28000,,388,حي اليرموك ,3,شقة,1,No,Yes,1,No,aqar
30000,,700,حي الفيحاء ,2,شقة,1,No,Yes,3,No,aqar
45000,,200,حي الحمراء ,3,شقة,4,No,Yes,2,Yes,aqar
21600,,55,حي المنتزة ,1,شقة,1,Yes,Yes,Unknown,No,aqar
13000,,40,حي الربوة ,1,شقة,1,No,No,3,No,aqar
111,,100,حي الريان ,3,شقة,2,No,Yes,2,Yes,aqar
42000,,25,حي العزيزية ,,شقة,1,Yes,Yes,2,No,aqar
40000,,121,حي الصحافة ,3,شقة,1,No,Yes,2,No,aqar
28000,,126,حي الخليج ,3,شقة,1,No,Yes,2,Yes,aqar
30000,,200,حي الزمرد ,4,شقة,3,No,Yes,2,No,aqar
1500,,43,حي الخبر الشمالية ,,شقة,1,No,Yes,Unknown,No,aqar
31200,,937,حي الخزامى ,2,شقة,1,No,Yes,2,Yes,aqar
24000,,100,حي الفيصلية ,,شقة,1,Yes,Yes,Unknown,No,aqar
31800,حي ال بريد,120,حي ال بريد,2,شقة,1,No,Yes,1,No,aqar
35988,,60,حي العليا ,1,شقة,1,No,No,2,No,aqar
45000,,252,حي قرطبة ,3,شقة,2,No,Yes,3,Yes,aqar
25000,,100,حي المنار ,3,شقة,2,No,Yes,2,No,aqar
66000,حي الزهرة,108,حي الزهرة,2,شقة,2,Yes,Yes,Unknown,No,aqar
108000,,126,حي الملقا ,2,شقة,1,No,Yes,Unknown,No,aqar
70000,,189,حي ,4,شقة,3,No,Yes,1,Yes,aqar
78000,,266,حي الروابي ,5,شقة,4,No,Yes,2,Yes,aqar
32000,,2355,حي التعاون ,3,شقة,2,No,Yes,2,Yes,aqar
2750,,852,حي القرية الثانية ,2,شقة,1,Yes,Yes,Unknown,Yes,aqar
66000,,85,حي الملقا ,1,شقة,1,No,No,2,No,aqar
58000,,96,حي الفيصلية ,2,شقة,3,No,Yes,3,No,aqar
34800,,647,حي الشراع ,2,شقة,1,Yes,Yes,1,Yes,aqar
25000,,126,حي الملك فهد ,3,شقة,1,No,Yes,1,No,aqar
40000,حي الحمراء,280,حي الحمراء,5,شقة,4,No,Yes,3,Yes,aqar
336000,,190,حي الوفاء ,6,شقة,4,No,No,2,No,aqar
120000,حطين,110,,3,شقة,3,No,Yes,1,Yes,aqar
33000,,145,حي النرجس ,3,شقة,1,No,Yes,1,Yes,aqar
42000,,220,حي المروة ,4,شقة,4,No,Yes,2,No,aqar
48000,,136,حي النرجس ,1,شقة,3,Yes,Yes,2,Yes,aqar
60000,,123,حي العارض ,2,شقة,2,Yes,Yes,2,Yes,aqar
168000,,150,حي النرجس ,4,شقة,4,No,Yes,Unknown,No,aqar
75000,,50,حي الملقا ,1,شقة,1,Yes,No,2,No,aqar
22000,,100,حي المعيزيلة ,3,شقة,1,No,Yes,2,Yes,aqar
60000,,700,حي الشاطئ ,2,شقة,1,Yes,Yes,3,No,aqar
30000,,100,حي الياقوت ,3,شقة,2,Yes,No,1,No,aqar
11000,,39,حي الخبر الشمالية ,1,شقة,1,No,Yes,3,No,aqar
75000,,130,حي النرجس ,3,شقة,2,No,Yes,3,Yes,aqar
28000,,160,حي سلطانة ,3,شقة,2,No,Yes,2,Yes,aqar
58000,,150,حي المونسية ,4,شقة,2,No,Yes,2,No,aqar
132000,,100,حي الملقا ,3,شقة,2,No,Yes,2,No,aqar
47000,,163,حي قرطبة ,3,شقة,2,No,Yes,2,Yes,aqar
55000,,130,حي النرجس ,3,شقة,2,No,Yes,2,Yes,aqar
32000,,150,حي القرية الثانية ,2,شقة,3,No,Yes,Unknown,No,aqar
33600,,130,حي العزيزية ,3,شقة,2,No,Yes,1,Yes,aqar
90000,,121,حي الياسمين ,3,شقة,3,No,Yes,Unknown,Yes,aqar
45000,,177,حي تهامة ,2,شقة,4,No,Yes,2,Yes,aqar
35000,,90,حي ,2,شقة,1,No,Yes,3,Yes,aqar
54000,,350,حي النرجس ,3,شقة,2,No,Yes,1,Yes,aqar
65000,,195,حي البحر ,3,شقة,4,No,No,2,Yes,aqar
102000,,142,حي اليرموك ,4,شقة,3,No,Yes,2,No,aqar
72000,,365,حي المونسية ,3,شقة,2,No,Yes,2,No,aqar
90000,,120,حي الشهداء ,3,شقة,3,No,No,2,No,aqar
55000,حي المهدية,130,حي المهدية,4,شقة,3,No,Yes,2,No,aqar
132000,,120,حي غرناطة ,3,شقة,2,Yes,Yes,1,No,aqar
21000,,170,حي ضاحية نمار ,3,شقة,2,No,No,2,No,aqar
32000,,171,حي المحالة ,3,شقة,3,Yes,Yes,1,No,aqar
1300,,40,حي الجسر ,2,شقة,1,No,Yes,Unknown,No,aqar
3600,,852,حي القرية الثانية ,3,شقة,2,Yes,Yes,Unknown,Yes,aqar
12000,,250,حي الصفاء ,3,شقة,2,No,Yes,1,No,aqar
23000,,120,حي الخليج ,3,شقة,1,No,Yes,1,Yes,aqar
115000,,175,حي الملقا ,,شقة,3,Yes,Yes,2,Yes,aqar
70000,,148,حي النرجس ,3,شقة,4,No,Yes,3,No,aqar
1800,,35,حي المنار ,1,شقة,1,No,Yes,Unknown,Yes,aqar
90000,,179,حي الزهراء ,3,شقة,4,No,Yes,Unknown,No,aqar
2500,,70,حي النور ,,شقة,0,No,Yes,Unknown,No,aqar
32000,,200,حي المطار ,7,شقة,5,No,Yes,1,Yes,aqar
70000,,140,حي العارض ,3,شقة,3,No,Yes,1,Yes,aqar
80000,,108,حي الملقا ,3,شقة,3,No,Yes,Unknown,Yes,aqar
80000,,126,حي الملقا ,3,شقة,3,No,Yes,3,Yes,aqar
40000,,420,حي الرياض ,5,شقة,4,No,Yes,Unknown,No,aqar
45000,,152,حي الحمراء ,3,شقة,4,No,Yes,3,No,aqar
28000,,578,حي الرياض ,4,شقة,2,No,Yes,Unknown,No,aqar
3000,,787,حي العرين ,3,شقة,0,No,No,Unknown,No,aqar
132000,مدينة الرياض,104,حي قرطبة,2,شقة,3,No,Yes,1,No,aqar
26000,,600,حي الجال ,5,شقة,3,No,Yes,2,No,aqar
24000,,1215,حي ,2,شقة,1,No,Yes,3,No,aqar
50000,,690,حي النهضة ,3,شقة,2,No,Yes,2,Yes,aqar
70000,,130,حي النرجس ,3,شقة,3,No,Yes,2,Yes,aqar
75000,,120,حي العارض ,3,شقة,3,No,Yes,2,Yes,aqar
32000,,82,حي الخليج ,3,شقة,1,No,Yes,2,Yes,aqar
48000,,90,حي طويق ,2,شقة,1,Yes,Yes,Unknown,Yes,aqar
108000,,70,حي الورود ,2,شقة,2,Yes,Yes,Unknown,No,aqar
18000,الملك فهد,80,,2,شقة,1,No,Yes,Unknown,No,aqar
4500,,70,حي النخيل ,2,شقة,0,No,Yes,Unknown,No,aqar
65000,مدينة الرياض,117,حي النرجس,3,شقة,3,No,Yes,2,Yes,aqar
22000,,600,حيى بن أبي بكر ,3,شقة,2,No,Yes,2,No,aqar
27000,,576,حي الصوارى ,3,شقة,1,No,Yes,1,Yes,aqar
105000,,141,حي عرقة ,3,شقة,3,No,Yes,Unknown,No,aqar
36000,,165,حي الريان ,5,شقة,3,No,Yes,Unknown,No,aqar
60000,,901,حي النرجس ,4,شقة,3,No,No,2,No,aqar
30000,,65,حي ,1,شقة,1,No,Yes,Unknown,No,aqar
100000,,2115,حي حطين ,,شقة,0,No,Yes,Unknown,Yes,aqar
55000,,215,حي الصوارى ,7,شقة,4,No,Yes,5,No,aqar
125000,,127,حي عرقة ,4,شقة,3,No,Yes,1,No,aqar
40000,,630,,3,شقة,2,Yes,Yes,2,No,aqar
78000,,50,حي الملقا ,2,شقة,1,No,Yes,2,No,aqar
120000,,489,حي الياسمين ,3,شقة,0,No,Yes,Unknown,Yes,aqar
75000,,112,حي النرجس ,3,شقة,3,No,Yes,3,Yes,aqar
23000,,500,حي السويقة ,5,شقة,0,No,Yes,Unknown,No,aqar
48000,حي الحمراء,166,حي الحمراء,3,شقة,4,No,Yes,2,No,aqar
39600,الرمال,394,,3,شقة,2,No,Yes,3,No,aqar
70000,,120,حي التعاون ,4,شقة,3,No,Yes,1,Yes,aqar
2500,,999,حي النخيل ,,شقة,0,Yes,Yes,Unknown,No,aqar
26000,,600,حي الصوارى ,5,شقة,3,No,Yes,2,No,aqar
120000,,107,حي العارض ,3,شقة,3,Yes,Yes,2,No,aqar
75000,,133,حي النرجس ,3,شقة,3,No,Yes,2,Yes,aqar
28200,,219,حيم بن علي ,3,شقة,0,No,Yes,Unknown,No,aqar
95000,,132,حي قرطبة ,4,شقة,3,No,Yes,2,Yes,aqar
31200,,123,حي الشاطئ ,2,شقة,1,Yes,Yes,2,Yes,aqar
35000,,207,حي بنى مالك ,5,شقة,0,No,Yes,Unknown,No,aqar
20000,,690,حي أم حبلين ,3,شقة,2,No,Yes,5,No,aqar
46500,,159,حي السيف ,3,شقة,3,No,Yes,Unknown,Yes,aqar
30000,,59,حي وادي جليل ,2,شقة,2,Yes,Yes,2,No,aqar
162000,,84,حي النرجس ,2,شقة,3,Yes,Yes,2,No,aqar
21000,,400,حي الرحمانية ,4,شقة,2,No,Yes,Unknown,No,aqar
95000,,194,حي العارض ,3,شقة,0,No,Yes,Unknown,Yes,aqar
4500,,140,حي العوالي ,4,شقة,3,No,Yes,2,No,aqar
2700,,50,حي الصفا ,1,شقة,2,No,Yes,2,No,aqar
50000,,159,حي الفيحاء ,5,شقة,4,No,Yes,4,No,aqar
22000,,1200,حي الشاطئ ,3,شقة,0,No,Yes,Unknown,No,aqar
75000,,121,حي قرطبة ,3,شقة,3,No,Yes,2,Yes,aqar
65000,,150,حي ,3,شقة,2,No,Yes,2,Yes,aqar
120000,,124,حي النرجس ,4,شقة,3,Yes,No,Unknown,No,aqar
180000,حي حطين,127,حي حطين,3,شقة,3,No,Yes,2,Yes,aqar
65000,,1600,حي الرويس ,5,شقة,4,No,Yes,Unknown,No,aqar
27600,,900,حي ظهرة لبن ,2,شقة,1,Yes,Yes,Unknown,No,aqar
24000,,651,حي الفروسية ,3,شقة,3,No,Yes,Unknown,No,aqar
16800,,742,حي الاخباب ,5,شقة,3,No,No,1,No,aqar
260000,,913,حي الريان ,3,شقة,2,No,Yes,3,No,aqar
420000,,140,حي النزهة ,5,شقة,3,No,No,2,No,aqar
30000,,900,حي ظهرة لبن ,2,شقة,1,No,Yes,Unknown,No,aqar
85000,,169,حي قرطبة ,3,شقة,3,No,Yes,2,Yes,aqar
30000,,450,حية 6 ,4,شقة,2,No,Yes,1,No,aqar
20000,حي المنار,750,حي المنار,3,شقة,2,No,Yes,2,No,aqar
85000,,156,حي النرجس ,3,شقة,3,No,Yes,2,Yes,aqar
70000,,193,حي البحر ,,شقة,3,No,Yes,Unknown,No,aqar
20400,,90,حي النور ,2,شقة,1,No,Yes,2,No,aqar
48000,,100,حي الراكة الجنوبية ,1,شقة,1,No,Yes,Unknown,No,aqar
40000,,170,حي العقيق ,2,شقة,1,No,No,2,No,aqar
22000,,625,حي الرياض ,5,شقة,0,No,No,Unknown,No,aqar
70000,,83,حي العارض ,3,شقة,0,No,Yes,Unknown,Yes,aqar
70000,,157,حي النرجس ,3,شقة,0,No,Yes,Unknown,Yes,aqar
19000,حي الصالحية,660,حي الصالحية,4,شقة,2,No,Yes,2,No,aqar
13200,,625,حي الملك فهد ,1,شقة,1,No,No,2,Yes,aqar
75000,,143,حي الملقا ,3,شقة,3,No,Yes,2,Yes,aqar
45000,حي قرطبة,878,حي قرطبة,4,شقة,3,No,Yes,2,No,aqar
85000,مدينة الرياض,95,حي الياسمين,3,شقة,2,No,Yes,Unknown,No,aqar
95000,,300,حي قرطبة ,3,شقة,3,No,No,2,No,aqar
75000,,120,حي العارض ,3,شقة,0,No,Yes,Unknown,Yes,aqar
186000,,109,حي الياسمين ,3,شقة,3,Yes,Yes,1,No,aqar
35000,,155,حي الفردوس ,3,شقة,3,No,Yes,Unknown,No,aqar
120000,,117,حي الياسمين ,3,شقة,3,No,Yes,1,Yes,aqar
162000,,107,حي الملقا ,2,شقة,2,Yes,Yes,1,No,aqar
60000,مدينة جدة,84,حي النهضة,2,شقة,2,No,Yes,2,No,aqar
37000,,164,حي الحمراء ,5,شقة,3,No,No,Unknown,No,aqar
44000,,750,حي الربوة ,6,شقة,4,No,Yes,2,No,aqar
43000,,161,حي الحمراء ,4,شقة,3,No,Yes,2,No,aqar
