price,city,area,district,bedrooms,apartment,bathrooms,furnished,kitchen,floor,air_condition,source
110000, الرياض,144.0,الملقا -  شمال الرياض,2,شقة,2.0,No,No,Unknown,No,bayut
30000, الخرج منطقة الرياض,5.0,القطار,1,,1.0,No,No,Unknown,No,bayut
18000, الطائف,335.0,العزيزية,2,شقة,1.0,No,No,Unknown,No,bayut
1550, الدمام,535.0,الضباب,2,شقة,1.0,No,No,Unknown,No,bayut
90000, الرياض,145.0,قرطبة -  شرق الرياض,3,شقة,3.0,No,No,1,Yes,bayut
48000, الرياض,82.0,الخليج -  شرق الرياض,1,شقة,1.0,No,No,Unknown,Yes,bayut
140000, الرياض,166.0,حطين -  شمال الرياض,3,شقة,3.0,No,No,Unknown,Yes,bayut
42000, الرياض,625.0,الوادي -  شمال الرياض,1,شقة,1.0,No,No,Unknown,No,bayut
85000, الرياض,155.0,الياسمين -  شمال الرياض,3,شقة,2.0,No,Yes,Unknown,Yes,bayut
30000, الرياض,1.0,النفل -  شمال الرياض,1,,1.0,No,No,Unknown,No,bayut
46000, الرياض,152.0,المعذر -  غرب الرياض,2,شقة,1.0,Yes,No,Unknown,No,bayut
120000, الرياض,108.0,الملقا -  شمال الرياض,2,شقة,2.0,Yes,No,Unknown,No,bayut
55000, الرياض,151.0,الروابي -  شرق الرياض,3,شقة,3.0,No,No,Unknown,Yes,bayut
50000, جدة,50.0,الصواري -  شمال جدة,1,شقة,1.0,Yes,No,Unknown,No,bayut
50000, الرياض,156.0,اليرموك -  شرق الرياض,3,شقة,2.0,No,No,Unknown,Yes,bayut
50000, الرياض,336.0,المونسية -  شرق الرياض,3,شقة,2.0,No,No,Unknown,No,bayut
39600, الرياض,720.0,الروضة -  شرق الرياض,1,شقة,1.0,No,No,Unknown,No,bayut
85000, الرياض,325.0,الياسمين -  شمال الرياض,3,شقة,4.0,No,No,Unknown,No,bayut
55000, جدة,156.0,الفيحاء -  شمال جدة,4,شقة,3.0,No,Yes,Unknown,Yes,bayut
99000, الرياض,400.0,عرقة -  غرب الرياض,4,شقة,4.0,No,No,Unknown,Yes,bayut
36000, الرياض,90.0,العارض -  شمال الرياض,1,شقة,1.0,No,No,Unknown,Yes,bayut
45000, الرياض,200.0,النرجس -  شمال الرياض,3,شقة,3.0,No,Yes,Unknown,No,bayut
66000, الرياض,625.0,الملز -  شرق الرياض,2,,2.0,No,No,Unknown,No,bayut
45000, الرياض,198.0,عكاظ -  جنوب الرياض,4,,4.0,No,No,Unknown,No,bayut
30000, الرياض,198.0,عكاظ -  جنوب الرياض,4,,2.0,No,No,Unknown,No,bayut
42000, الرياض,612.0,الملز -  شرق الرياض,2,شقة,1.0,No,No,Unknown,Yes,bayut
110000, الرياض,125.0,حطين -  شمال الرياض,3,شقة,3.0,No,No,Unknown,Yes,bayut
54000, جدة,575.0,البوادي -  شمال جدة,2,شقة,3.0,Yes,Yes,Unknown,No,bayut
54000, جدة,575.0,البوادي -  شمال جدة,2,شقة,3.0,Yes,No,Unknown,No,bayut
54000, جدة,575.0,البوادي -  شمال جدة,1,شقة,1.0,Yes,No,Unknown,No,bayut
42000, الرياض,675.0,اليرموك -  شرق الرياض,1,شقة,1.0,Yes,No,Unknown,Yes,bayut
90000, الرياض,400.0,العقيق -  شمال الرياض,3,,3.0,No,No,Unknown,No,bayut
80000, الرياض,563.0,الزهراء -  وسط الرياض,3,,4.0,No,Yes,Unknown,Yes,bayut
120000, الرياض,128.0,الياسمين -  شمال الرياض,3,شقة,3.0,Yes,Yes,Unknown,No,bayut
35001, الرياض,750.0,النهضة -  شرق الرياض,3,شقة,2.0,No,No,Unknown,No,bayut
30000, الرياض,325.0,الحزم -  غرب الرياض,2,,2.0,No,No,Unknown,No,bayut
42000, الرياض,30.0,عكاظ -  جنوب الرياض,1,شقة,1.0,Yes,No,Unknown,No,bayut
180000, الرياض,216.0,القيروان -  شمال الرياض,3,,3.0,Yes,No,Unknown,No,bayut
72000, الرياض,345.0,التعاون -  شمال الرياض,4,,3.0,No,Yes,1,Yes,bayut
75000, الرياض,155.0,الياسمين -  شمال الرياض,3,شقة,2.0,No,Yes,Unknown,Yes,bayut
2500, الدمام,535.0,الضباب,2,شقة,1.0,No,No,Unknown,No,bayut
50000, جدة,300.0,الصواري -  شمال جدة,1,شقة,1.0,Yes,No,Unknown,No,bayut
75000, الرياض,119.0,النرجس -  شمال الرياض,3,شقة,4.0,No,No,Unknown,Yes,bayut
120000, الرياض,125.0,حطين -  شمال الرياض,3,شقة,3.0,No,No,Unknown,No,bayut
78000, الرياض,675.0,السليمانية -  شمال الرياض,1,,1.0,No,No,Unknown,No,bayut
70000, الرياض,625.0,الوادي -  شمال الرياض,2,شقة,1.0,Yes,No,Unknown,No,bayut
70000, جدة,696.0,الروضة -  شمال جدة,5,شقة,1.0,No,No,Unknown,No,bayut
40000, الرياض,622.0,السليمانية -  شمال الرياض,1,شقة,1.0,No,No,Unknown,No,bayut
90000, الرياض,450.0,النرجس -  شمال الرياض,5,,3.0,No,No,Unknown,No,bayut
80000, الرياض,140.0,المونسية -  شرق الرياض,3,شقة,3.0,Yes,No,Unknown,No,bayut
36000, الرياض,180.0,ظهرة لبن -  غرب الرياض,4,شقة,2.0,No,No,Unknown,No,bayut
24000, الرياض,2.0,الرمال -  شرق الرياض,1,,1.0,No,No,Unknown,No,bayut
70000, الرياض,84.0,العارض -  شمال الرياض,2,شقة,2.0,No,Yes,1,Yes,bayut
110000, الرياض,125.0,حطين -  شمال الرياض,3,شقة,3.0,No,No,Unknown,No,bayut
55000, الرياض,205.0,قرطبة -  شرق الرياض,3,شقة,3.0,No,Yes,Unknown,Yes,bayut
65000, الرياض,107.0,العارض -  شمال الرياض,3,شقة,3.0,No,No,Unknown,No,bayut
150000, الرياض,122.0,الملقا -  شمال الرياض,3,شقة,3.0,No,No,Unknown,No,bayut
54000, الرياض,1.0,الفلاح -  شمال الرياض,2,شقة,2.0,No,Yes,1,No,bayut
130000, الرياض,152.0,النرجس -  شمال الرياض,2,شقة,3.0,Yes,No,Unknown,No,bayut
36000, الرياض,450.0,العقيق -  شمال الرياض,1,شقة,1.0,No,No,Unknown,No,bayut
42000, الرياض,130.0,النرجس -  شمال الرياض,3,شقة,3.0,No,No,Unknown,No,bayut
42000, الرياض,130.0,النرجس -  شمال الرياض,3,شقة,1.0,No,No,Unknown,No,bayut
115000, الرياض,146.0,الملقا -  شمال الرياض,4,شقة,3.0,No,No,Unknown,No,bayut
40000, الرياض,660.0,النرجس -  شمال الرياض,1,,1.0,No,Yes,Unknown,No,bayut
55000, الرياض,312.0,الملقا -  شمال الرياض,3,,3.0,No,Yes,Unknown,Yes,bayut
4500, الرياض,126.0,الملقا -  شمال الرياض,1,شقة,1.0,No,No,Unknown,No,bayut
80000, الرياض,131.0,قرطبة -  شرق الرياض,3,شقة,3.0,No,No,Unknown,Yes,bayut
51000, الرياض,2.0,الملقا -  شمال الرياض,3,شقة,3.0,No,No,Unknown,Yes,bayut
70000, الرياض,162.0,المونسية -  شرق الرياض,3,شقة,3.0,No,Yes,Unknown,Yes,bayut
60000, الرياض,648.0,الوادي -  شمال الرياض,4,شقة,2.0,No,Yes,2,Yes,bayut
140000, الرياض,376.0,الياسمين -  شمال الرياض,4,,1.0,No,No,Unknown,No,bayut
110000, جدة,87.0,الشاطئ -  شمال جدة,1,شقة,1.0,Yes,No,Unknown,No,bayut
60000, الرياض,144.0,الحمراء -  شرق الرياض,3,شقة,3.0,Yes,No,Unknown,No,bayut
75000, الرياض,378.0,الرمال -  شرق الرياض,5,,2.0,No,No,G,No,bayut
35000, الرياض,1.0,الملك فيصل -  شرق الرياض,4,شقة,3.0,No,Yes,Unknown,Yes,bayut
85000, الرياض,390.0,الرمال -  شرق الرياض,6,,4.0,No,No,G,Yes,bayut
40000, الرياض,167.0,العزيزية -  جنوب الرياض,3,شقة,3.0,No,No,Unknown,No,bayut
65000, الرياض,120.0,النرجس -  شمال الرياض,3,شقة,2.0,No,No,Unknown,No,bayut
50000, الرياض,502.0,النرجس -  شمال الرياض,2,شقة,2.0,Yes,No,Unknown,No,bayut
22000, جدة,207.0,الورود -  شمال جدة,3,شقة,2.0,No,Yes,Unknown,Yes,bayut
42000, جدة,60.0,السلامة -  شمال جدة,2,شقة,1.0,Yes,No,Unknown,No,bayut
110000, الرياض,200.0,العليا -  شمال الرياض,3,شقة,3.0,No,No,Unknown,No,bayut
95000, الرياض,126.0,النرجس -  شمال الرياض,3,شقة,3.0,No,No,Unknown,No,bayut
60000, الرياض,105.0,النرجس -  شمال الرياض,2,شقة,3.0,No,No,Unknown,No,bayut
29000, الرياض,200.0,الملز -  شرق الرياض,2,,1.0,No,No,Unknown,No,bayut
72000, الرياض,143.0,قرطبة -  شرق الرياض,3,شقة,3.0,No,No,Unknown,Yes,bayut
70000, جدة,690.0,الرياض -  شمال جدة,3,,3.0,No,Yes,G,No,bayut
85000, الرياض,420.0,العارض -  شمال الرياض,3,شقة,2.0,No,No,1,Yes,bayut
75000, الرياض,144.0,قرطبة -  شرق الرياض,3,شقة,3.0,Yes,No,Unknown,No,bayut
84000, الرياض,100.0,النرجس -  شمال الرياض,1,شقة,2.0,Yes,No,Unknown,No,bayut
85000, الرياض,1.0,العارض -  شمال الرياض,3,شقة,3.0,No,No,Unknown,No,bayut
130000, الرياض,146.0,الملقا -  شمال الرياض,3,شقة,3.0,Yes,No,Unknown,No,bayut
100000, الرياض,140.0,الملقا -  شمال الرياض,3,شقة,3.0,No,Yes,Unknown,Yes,bayut
60000, الرياض,480.0,الاندلس -  شرق الرياض,5,شقة,4.0,No,No,Unknown,Yes,bayut
65000, الرياض,80.0,العقيق -  شمال الرياض,2,شقة,2.0,No,No,Unknown,Yes,bayut
85000, الرياض,128.0,العارض -  شمال الرياض,3,شقة,3.0,No,No,Unknown,No,bayut
45600, الرياض,4.0,الرمال -  شرق الرياض,2,,1.0,No,No,Unknown,No,bayut
55000, الدمام,155.0,المنتزه,4,شقة,4.0,No,No,Unknown,No,bayut
48000, الرياض,600.0,المصيف -  شمال الرياض,1,شقة,1.0,Yes,No,Unknown,No,bayut
75000, الرياض,1.0,العارض -  شمال الرياض,3,شقة,3.0,No,Yes,2,Yes,bayut
65000, الرياض,169.0,العارض -  شمال الرياض,4,شقة,4.0,No,No,1,No,bayut
150000, الرياض,285.0,الصحافة -  شمال الرياض,3,,4.0,No,No,1,Yes,bayut
57600, الرياض,500.0,التعاون -  شمال الرياض,2,شقة,2.0,No,No,Unknown,No,bayut
66000, الرياض,625.0,الوادي -  شمال الرياض,3,شقة,2.0,No,No,Unknown,No,bayut
75000, الرياض,133.0,النرجس -  شمال الرياض,5,شقة,4.0,No,Yes,Unknown,Yes,bayut
85000, الرياض,147.0,قرطبة -  شرق الرياض,3,شقة,4.0,No,Yes,Unknown,Yes,bayut
55000, الرياض,154.0,قرطبة -  شرق الرياض,3,شقة,2.0,No,No,Unknown,Yes,bayut
70000, الرياض,133.0,النرجس -  شمال الرياض,2,شقة,3.0,No,Yes,Unknown,Yes,bayut
50000, جدة,176.0,الصواري -  شمال جدة,3,شقة,4.0,No,Yes,2,No,bayut
82000, الرياض,750.0,الملقا -  شمال الرياض,3,شقة,3.0,No,No,Unknown,No,bayut
90000, جدة,166.0,الشاطئ -  شمال جدة,5,شقة,4.0,No,No,4,No,bayut
75000, الرياض,144.0,قرطبة -  شرق الرياض,3,شقة,2.0,Yes,No,Unknown,No,bayut
36000, الرياض,450.0,ظهرة لبن -  غرب الرياض,3,شقة,2.0,No,No,Unknown,No,bayut
180000, الرياض,300.0,سدرة,3,,2.0,No,No,Unknown,No,bayut
120000, الرياض,450.0,الصحافة -  شمال الرياض,3,,3.0,No,Yes,Unknown,Yes,bayut
150000, الرياض,325.0,العارض -  شمال الرياض,4,,4.0,No,No,1,Yes,bayut
75000, الرياض,360.0,العارض -  شمال الرياض,4,,3.0,No,No,Unknown,No,bayut
24000, الرياض,60.0,العارض -  شمال الرياض,1,شقة,1.0,No,No,Unknown,No,bayut
70000, الرياض,131.0,العارض -  شمال الرياض,3,شقة,3.0,No,No,Unknown,No,bayut
85000, الرياض,120.0,قرطبة -  شرق الرياض,4,شقة,3.0,No,No,Unknown,No,bayut
110000, الرياض,116.0,العقيق -  شمال الرياض,3,شقة,3.0,Yes,No,Unknown,No,bayut
36000, الرياض,111.0,اشبيلية -  شرق الرياض,1,شقة,1.0,Yes,No,Unknown,No,bayut
130000, الرياض,126.0,العليا -  شمال الرياض,3,شقة,3.0,No,Yes,Unknown,Yes,bayut
40000, الرياض,300.0,المونسية -  شرق الرياض,2,شقة,2.0,No,No,Unknown,No,bayut
40000, الرياض,363.0,الياسمين -  شمال الرياض,2,شقة,2.0,No,No,Unknown,No,bayut
50400, الرياض,313.0,المونسية -  شرق الرياض,1,شقة,2.0,Yes,Yes,2,Yes,bayut
84000, الرياض,312.0,المونسية -  شرق الرياض,2,شقة,2.0,Yes,Yes,2,Yes,bayut
33600, الرياض,313.0,المونسية -  شرق الرياض,1,شقة,1.0,Yes,Yes,2,Yes,bayut
65000, الرياض,350.0,المونسية -  شرق الرياض,3,,3.0,No,No,Unknown,No,bayut
54000, الرياض,100.0,العقيق -  شمال الرياض,1,شقة,1.0,Yes,No,Unknown,No,bayut
53000, الرياض,150.0,الملقا -  شمال الرياض,3,شقة,3.0,No,No,Unknown,No,bayut
22000, جدة,704.0,الروابي -  جنوب جدة,3,شقة,2.0,No,No,Unknown,No,bayut
55000, الرياض,1.0,الوادي -  شمال الرياض,3,شقة,3.0,No,No,Unknown,No,bayut
42000, الرياض,396.0,الرمال -  شرق الرياض,4,شقة,2.0,No,No,Unknown,No,bayut
65000, الرياض,129.0,الملقا -  شمال الرياض,2,شقة,2.0,No,Yes,Unknown,No,bayut
95000, الرياض,118.0,الملقا -  شمال الرياض,2,شقة,3.0,No,No,Unknown,No,bayut
120000, الرياض,138.0,الملقا -  شمال الرياض,3,شقة,3.0,Yes,No,Unknown,No,bayut
120000, الرياض,138.0,الملقا -  شمال الرياض,3,شقة,3.0,No,No,Unknown,No,bayut
10000, الرياض,130.0,العليا -  شمال الرياض,3,شقة,2.0,No,No,Unknown,No,bayut
45000, الخبر,141.0,الحمراء,3,شقة,3.0,No,No,Unknown,No,bayut
50000, الرياض,300.0,الزهرة -  غرب الرياض,4,,4.0,No,No,Unknown,Yes,bayut
55000, الرياض,141.0,الملقا -  شمال الرياض,3,شقة,3.0,No,Yes,Unknown,Yes,bayut
60000, الرياض,128.0,الوادي -  شمال الرياض,3,شقة,3.0,No,Yes,2,Yes,bayut
75000, الرياض,287.0,الوادي -  شمال الرياض,5,,4.0,No,No,Unknown,Yes,bayut
50000, الرياض,400.0,العقيق -  شمال الرياض,4,شقة,3.0,No,No,Unknown,No,bayut
95000, الرياض,141.0,القيروان -  شمال الرياض,3,شقة,3.0,No,Yes,Unknown,No,bayut
85000, الرياض,300.0,قرطبة -  شرق الرياض,5,,4.0,No,Yes,Unknown,Yes,bayut
45000, جدة,170.0,الصفا -  شمال جدة,5,شقة,3.0,No,No,Unknown,No,bayut
30000, الرياض,65.0,الازدهار -  شرق الرياض,1,,1.0,No,No,Unknown,Yes,bayut
60000, الرياض,168.0,طويق -  غرب الرياض,4,,4.0,No,No,Unknown,Yes,bayut
38000, الرياض,75.0,العليا -  شمال الرياض,1,شقة,1.0,No,No,Unknown,No,bayut
65000, الرياض,250.0,الصحافة -  شمال الرياض,5,,3.0,No,Yes,Unknown,Yes,bayut
70000, الرياض,300.0,العارض -  شمال الرياض,6,,3.0,No,No,2,Yes,bayut
120000, الرياض,138.0,الملقا -  شمال الرياض,3,شقة,3.0,No,No,1,No,bayut
36000, الرياض,188.0,طويق -  غرب الرياض,4,شقة,2.0,No,No,Unknown,No,bayut
75000, الرياض,148.0,الرمال -  شرق الرياض,3,شقة,3.0,No,No,Unknown,No,bayut
60000, الرياض,137.0,النهضة -  شرق الرياض,3,شقة,2.0,Yes,No,Unknown,No,bayut
90000, الرياض,218.0,الملقا -  شمال الرياض,3,شقة,4.0,No,Yes,G,Yes,bayut
54000, الرياض,192.0,مطار الملك خالد الدولي -  شمال الرياض,1,شقة,1.0,No,No,Unknown,No,bayut
110000, الرياض,141.0,الملقا -  شمال الرياض,3,شقة,3.0,Yes,No,Unknown,No,bayut
120000, الرياض,119.0,المونسية -  شرق الرياض,2,شقة,3.0,Yes,No,Unknown,No,bayut
70000, الرياض,144.0,الملقا -  شمال الرياض,3,شقة,3.0,No,No,Unknown,Yes,bayut
80000, الرياض,676.0,الازدهار -  شرق الرياض,3,,3.0,No,No,Unknown,Yes,bayut
130000, الرياض,144.0,الملقا -  شمال الرياض,2,شقة,3.0,Yes,No,Unknown,No,bayut
100000, الرياض,126.0,العليا -  شمال الرياض,2,شقة,3.0,No,No,Unknown,No,bayut
40000, الرياض,75.0,العقيق -  شمال الرياض,1,شقة,1.0,No,No,Unknown,No,bayut
32000, الرياض,75.0,الياسمين -  شمال الرياض,1,شقة,1.0,No,No,Unknown,No,bayut
85000, الرياض,147.0,الملقا -  شمال الرياض,3,شقة,4.0,No,No,Unknown,No,bayut
7000, الرياض,312.0,المونسية -  شرق الرياض,2,شقة,2.0,No,No,Unknown,No,bayut
50000, الرياض,675.0,اشبيلية -  شرق الرياض,2,شقة,1.0,No,No,Unknown,No,bayut
33600, الرياض,312.0,المونسية -  شرق الرياض,1,شقة,1.0,No,No,Unknown,No,bayut
55000, الرياض,450.0,النرجس -  شمال الرياض,3,شقة,3.0,No,No,Unknown,No,bayut
45000, الرياض,650.0,الملز -  شرق الرياض,2,شقة,2.0,No,Yes,2,Yes,bayut
50000, الرياض,600.0,طويق -  غرب الرياض,3,,4.0,No,No,Unknown,No,bayut
65000, الرياض,141.0,الملقا -  شمال الرياض,3,شقة,3.0,No,Yes,Unknown,Yes,bayut
60000, الرياض,300.0,الزهرة -  غرب الرياض,4,,4.0,No,No,Unknown,Yes,bayut
65000, الرياض,90.0,النرجس -  شمال الرياض,2,شقة,1.0,Yes,No,Unknown,No,bayut
120000, الرياض,219.0,العارض -  شمال الرياض,3,,3.0,Yes,No,Unknown,No,bayut
80000, الرياض,625.0,العقيق -  شمال الرياض,2,شقة,2.0,No,No,Unknown,No,bayut
42000, جدة,2.0,الروضة -  شمال جدة,5,شقة,4.0,No,No,Unknown,Yes,bayut
55000, الرياض,141.0,الملقا -  شمال الرياض,3,شقة,3.0,Yes,Yes,Unknown,Yes,bayut
55000, الرياض,90.0,النرجس -  شمال الرياض,2,شقة,1.0,Yes,No,Unknown,No,bayut
80000, الرياض,136.0,قرطبة -  شرق الرياض,3,شقة,3.0,No,Yes,Unknown,Yes,bayut
28000, جدة,620.0,الرياض -  شمال جدة,5,شقة,3.0,No,No,2,No,bayut
75000, الرياض,100.0,النرجس -  شمال الرياض,3,شقة,2.0,No,No,Unknown,Yes,bayut
65000, جدة,98.0,السلامة -  شمال جدة,2,شقة,2.0,No,Yes,Unknown,Yes,bayut
100000, الرياض,687.0,العارض -  شمال الرياض,3,,3.0,No,No,Unknown,No,bayut
80000, الرياض,110.0,الملقا -  شمال الرياض,2,شقة,2.0,No,No,Unknown,No,bayut
68000, الرياض,162.0,المونسية -  شرق الرياض,3,شقة,3.0,No,No,Unknown,No,bayut
16000, الرياض,80.0,السويدي -  غرب الرياض,2,شقة,2.0,No,No,Unknown,No,bayut
47000, الرياض,625.0,قرطبة -  شرق الرياض,2,شقة,2.0,No,Yes,Unknown,Yes,bayut
66000, الرياض,625.0,الوادي -  شمال الرياض,2,شقة,1.0,No,No,Unknown,No,bayut
66000, الرياض,152.0,النموذجية -  وسط الرياض,2,شقة,1.0,Yes,No,Unknown,No,bayut
60000, الرياض,90.0,النرجس -  شمال الرياض,2,شقة,1.0,Yes,No,Unknown,No,bayut
75000, الرياض,4.0,المونسية -  شرق الرياض,3,شقة,4.0,No,No,Unknown,Yes,bayut
120000, الرياض,131.26, النخيل,3,شقة,3.0,No,Yes,1,Yes,almajdiah
95000, الرياض,140.56, النزهة,3,شقة,3.0,Yes,Yes,1,Yes,almajdiah
80000, الرياض,149.1, النرجس,3,شقة,2.0,No,Yes,1,Yes,almajdiah
105000, الرياض,179.13, الملقا,3,شقة,3.0,No,Yes,G,Yes,almajdiah
75000, الرياض,156.83, العارض,3,شقة,3.0,No,Yes,2,Yes,almajdiah
70000, الرياض,150.0, النرجس,3,شقة,3.0,No,Yes,G,Yes,almajdiah
70000, الرياض,108.0, القيروان,3,شقة,3.0,No,Yes,G,Yes,almajdiah
135000, الرياض,171.21, العقيق,3,شقة,3.0,No,Yes,1,Yes,almajdiah
75000, الرياض,120.8, الياسمين,3,شقة,3.0,No,Yes,1,Yes,almajdiah
80000, الرياض,134.0, الملقا,3,شقة,3.0,No,Yes,2,Yes,almajdiah
80000, الرياض,135.59, الياسمين,3,شقة,3.0,No,Yes,1,Yes,almajdiah
90000, الرياض,195.39, الندى,3,شقة,3.0,No,Yes,G,Yes,almajdiah
70000, الرياض,146.0, قرطبة,3,شقة,3.0,No,Yes,1,Yes,almajdiah
150000, الرياض,170.88, العقيق,3,شقة,3.0,No,Yes,1,Yes,almajdiah
90000, الرياض,143.669, الملقا,3,شقة,3.0,No,Yes,2,Yes,almajdiah
80000, الرياض,166.97, النرجس,2,شقة,2.0,No,Yes,G,Yes,almajdiah
130000, الرياض,196.686, الملقا,3,شقة,3.0,Yes,Yes,2,Yes,almajdiah
85000, الرياض,118.52, الملقا,3,شقة,3.0,No,Yes,1,Yes,almajdiah
95000, الرياض,173.4, الملقا,3,شقة,3.0,No,Yes,G,Yes,almajdiah
75000, الرياض,159.26, النرجس,3,شقة,3.0,No,Yes,1,Yes,almajdiah
70000, الرياض,140.68, النرجس,3,شقة,3.0,No,Yes,1,Yes,almajdiah
85000, الرياض,137.038, الملقا,3,شقة,3.0,No,Yes,1,Yes,almajdiah
100000, الرياض,156.31, الياسمين,3,شقة,3.0,No,Yes,G,Yes,almajdiah
95000, الرياض,227.258, الملقا,3,شقة,3.0,No,Yes,2,Yes,almajdiah
100000, الرياض,252.9, الملقا,3,شقة,3.0,No,Yes,2,Yes,almajdiah
65000, الرياض,104.66, النرجس,3,شقة,3.0,No,Yes,1,Yes,almajdiah
85000, الرياض,159.09, النرجس,3,شقة,3.0,No,Yes,1,Yes,almajdiah
100000, الرياض,224.24, الملقا,3,شقة,3.0,No,Yes,G,Yes,almajdiah
90000, الرياض,140.956, الملقا,3,شقة,3.0,No,Yes,1,Yes,almajdiah
80000, الرياض,139.63, النرجس,3,شقة,2.0,No,Yes,3,Yes,almajdiah
75000, الرياض,156.45, النرجس,2,شقة,3.0,No,Yes,2,Yes,almajdiah
100000, الرياض,128.315, الملقا,3,شقة,3.0,No,Yes,2,Yes,almajdiah
120000, الرياض,190.0, العقيق,3,شقة,3.0,No,Yes,G,Yes,almajdiah
75000, الرياض,139.32, النرجس,3,شقة,3.0,No,Yes,1,Yes,almajdiah
125000, الرياض,157.16, العقيق,3,شقة,3.0,No,Yes,G,Yes,almajdiah
70000, الرياض,140.6, النرجس,3,شقة,3.0,No,Yes,1,Yes,almajdiah
80000, الرياض,136.32, المروج,3,شقة,3.0,No,Yes,2,Yes,almajdiah
100000, الرياض,162.02, العقيق,3,شقة,3.0,No,Yes,1,Yes,almajdiah
70000, الرياض,104.66, النرجس,3,شقة,3.0,No,Yes,2,Yes,almajdiah
70000, الرياض,194.97, النرجس,2,شقة,2.0,No,Yes,2,Yes,almajdiah
140000, الرياض,307.95, العقيق,3,شقة,3.0,No,Yes,2,Yes,almajdiah
70000, الرياض,132.12, النرجس,3,شقة,3.0,No,Yes,1,Yes,almajdiah
80000, الرياض,114.58, المروج,3,شقة,3.0,No,Yes,G,Yes,almajdiah
65000, الرياض,104.84, النرجس,3,شقة,3.0,No,Yes,2,Yes,almajdiah
115000, الرياض,178.63, الغدير,3,شقة,4.0,No,Yes,1,Yes,almajdiah
90000, الرياض,176.45, النرجس,2,شقة,3.0,No,Yes,2,Yes,almajdiah
72000, الرياض,145.0, النرجس,3,شقة,3.0,Yes,Yes,G,Yes,almajdiah
80000, الرياض,151.14, الحمراء,3,شقة,3.0,No,Yes,1,Yes,almajdiah
95000, الرياض,204.0, حطين,3,شقة,3.0,No,Yes,G,Yes,almajdiah
90000, الرياض,144.02, الملقا,3,شقة,3.0,No,Yes,1,Yes,almajdiah
65000, الرياض,138.44, النرجس,3,شقة,4.0,No,Yes,G,Yes,almajdiah
75000, الرياض,132.93, النرجس,3,شقة,2.0,No,Yes,2,Yes,almajdiah
125000, الرياض,97.18, الملقا,3,شقة,3.0,Yes,Yes,G,Yes,almajdiah
100000, الرياض,145.36, العقيق,3,شقة,3.0,No,Yes,G,Yes,almajdiah
130000, الرياض,115.25, الملقا,3,شقة,3.0,Yes,Yes,2,Yes,almajdiah
65000, الرياض,113.69, النرجس,3,شقة,3.0,No,Yes,1,Yes,almajdiah
110000, الرياض,179.43, الملقا,3,شقة,3.0,No,Yes,G,Yes,almajdiah
75000, الرياض,120.54, الازدهار,3,شقة,3.0,No,Yes,1,Yes,almajdiah
90000, الرياض,161.03, الياسمين,3,شقة,3.0,No,Yes,G,Yes,almajdiah
7000, الرياض,113.83, النرجس,3,شقة,3.0,No,Yes,G,Yes,almajdiah
65000, الرياض,103.58, النرجس,3,شقة,3.0,No,Yes,G,Yes,almajdiah
75000, الرياض,125.71, النرجس,3,شقة,2.0,No,Yes,2,Yes,almajdiah
100000, الرياض,240.8, الملقا,3,شقة,3.0,No,Yes,2,Yes,almajdiah
70000, الرياض,117.14, النرجس,3,شقة,3.0,No,Yes,G,Yes,almajdiah
70000, الرياض,113.34, النرجس,3,شقة,3.0,No,Yes,G,Yes,almajdiah
135000, الرياض,165.5, حطين,3,شقة,4.0,Yes,Yes,2,Yes,almajdiah
80000, الرياض,167.24, النرجس,3,شقة,3.0,No,Yes,G,Yes,almajdiah
132000, الرياض,178.9, الغدير,3,شقة,4.0,No,Yes,1,Yes,almajdiah
73000, الرياض,125.0, الياسمين,3,شقة,4.0,No,Yes,G,Yes,almajdiah
75000, الرياض,152.14, النرجس,3,شقة,3.0,No,Yes,1,Yes,almajdiah
115000, الرياض,177.71, العقيق,3,شقة,3.0,No,Yes,G,Yes,almajdiah
115000, الرياض,171.17, العقيق,3,شقة,3.0,No,Yes,1,Yes,almajdiah
80000, الرياض,146.0, الملقا,3,شقة,3.0,No,Yes,2,Yes,almajdiah
118000, الرياض,176.93, العقيق,3,شقة,3.0,No,Yes,1,Yes,almajdiah
65000, الرياض,124.74, النرجس,3,شقة,3.0,No,Yes,1,Yes,almajdiah
150000, الرياض,170.97, العقيق,3,شقة,3.0,No,Yes,2,Yes,almajdiah
80000, الرياض,160.0, الياسمين,3,شقة,3.0,Yes,Yes,2,Yes,almajdiah
90000, الرياض,122.96, الملقا,3,شقة,3.0,No,Yes,1,Yes,almajdiah
65000, الرياض,131.33, النرجس,3,شقة,3.0,No,Yes,1,Yes,almajdiah
130000, الرياض,132.53, الملقا,3,شقة,3.0,No,Yes,2,Yes,almajdiah
85000, الرياض,104.9, الندى,2,شقة,2.0,No,Yes,1,Yes,almajdiah
120000, الرياض,144.94, العقيق,3,شقة,3.0,No,Yes,G,Yes,almajdiah
70000, الرياض,117.27, النرجس,3,شقة,4.0,No,Yes,G,Yes,almajdiah
120000, الرياض,120.0, الملقا,3,شقة,3.0,Yes,Yes,2,Yes,almajdiah
80000, الرياض,147.0, النرجس,3,شقة,2.0,No,Yes,1,Yes,almajdiah
80000, الرياض,132.57, النرجس,3,شقة,2.0,No,Yes,2,Yes,almajdiah
80000, الرياض,133.82, النرجس,3,شقة,2.0,No,Yes,1,Yes,almajdiah
